method,time,coverage_ratio,inspected_targets
safe_graph_adp,0.0,0.0,0
safe_graph_adp,90.0,0.06666666666666667,12
safe_graph_adp,180.0,0.09444444444444444,17
safe_graph_adp,270.0,0.14444444444444443,26
safe_graph_adp,360.0,0.21666666666666667,39
safe_graph_adp,450.0,0.2611111111111111,47
safe_graph_adp,540.0,0.3277777777777778,59
safe_graph_adp,630.0,0.3388888888888889,61
safe_graph_adp,720.0,0.34444444444444444,62
safe_graph_adp,810.0,0.38333333333333336,69
safe_graph_adp,900.0,0.4388888888888889,79
safe_graph_adp,990.0,0.5055555555555555,91
safe_graph_adp,1080.0,0.6388888888888888,115
safe_graph_adp,1170.0,0.6944444444444444,125
safe_graph_adp,1260.0,0.7222222222222222,130
safe_graph_adp,1350.0,0.7555555555555555,136
safe_graph_adp,1440.0,0.8,144
safe_graph_adp,1530.0,0.8944444444444445,161
safe_graph_adp,1620.0,0.9833333333333333,177
set_cover_cw_tour,0.0,0.0,0
set_cover_cw_tour,90.0,0.06666666666666667,12
set_cover_cw_tour,180.0,0.09444444444444444,17
set_cover_cw_tour,270.0,0.14444444444444443,26
set_cover_cw_tour,360.0,0.21666666666666667,39
set_cover_cw_tour,450.0,0.2388888888888889,43
set_cover_cw_tour,540.0,0.3388888888888889,61
set_cover_cw_tour,630.0,0.38333333333333336,69
set_cover_cw_tour,720.0,0.4388888888888889,79
set_cover_cw_tour,810.0,0.4722222222222222,85
set_cover_cw_tour,900.0,0.5388888888888889,97
set_cover_cw_tour,990.0,0.65,117
set_cover_cw_tour,1080.0,0.6944444444444444,125
set_cover_cw_tour,1170.0,0.7611111111111111,137
set_cover_cw_tour,1260.0,0.8555555555555555,154
set_cover_cw_tour,1350.0,0.8833333333333333,159
set_cover_cw_tour,1440.0,0.9,162
set_cover_cw_tour,1530.0,0.9055555555555556,163
set_cover_cw_tour,1620.0,0.9111111111111111,164
set_cover_cw_tour,1710.0,0.9277777777777778,167
set_cover_cw_tour,1800.0,0.9555555555555556,172
set_cover_cw_tour,1890.0,0.9833333333333333,177
